"gsis_id","full_name","position","nfl_team","sleeper_id","pfr_id","espn_id","yahoo_id"
"00-0025637","Ahmad Bradshaw","RB","FA","78","BradAh00","10693","8504"
"00-0024813","Pierre Thomas","RB","FA","34","ThomPi00","10713","8561"
"00-0025708","Matt Moore","QB","FA","233","MoorMa01","11128","8544"
"00-0024756","Matt Willis","WR","FA",,"WillMa00","10884",
"00-0024559","D.J. Ware","RB","FA",,"WareDa00","10768",
"00-0025701","Jackie Battle","RB","FA","47","BattJa00","11197","8739"
"00-0024535","Eric Weems","WR","FA","130","WeemEr00","10770","8609"
"00-0024217","Reggie Bush","RB","FA","179","BushRe00","9588","7751"
"00-0024221","Vernon Davis","TE","FA","200","DaviVe00","9592","7755"
"00-0024225","Matt Leinart","QB","FA",,"LeinMa00","9596","7759"
"00-0024226","Jay Cutler","QB","FA","416","CutlJa00","9597","7760"
"00-0024240","Santonio Holmes","WR","FA","651","HolmSa00","9611","7774"
"00-0024242","DeAngelo Williams","RB","FA","306","WillDe02","9613","7776"
"00-0024243","Marcedes Lewis","TE","DEN","111","LewiMa00","9614","7777"
"00-0024264","Kellen Clemens","QB","FA","198","ClemKe00","9635","7798"
"00-0024267","Greg Jennings","WR","FA","264","JennGr00","9638","7801"
"00-0024268","Anthony Fasano","TE","FA","51","FasaAn00","9639","7802"
"00-0024272","Devin Hester","WR","FA","279","HestDe99","9643","7806"
"00-0024275","Maurice Jones-Drew","RB","FA","293","DrewMa00","9646","7809"
"00-0024276","Tony Scheffler","TE","FA","688","ScheTo00","9647","7810"
"00-0024296","Charlie Whitehurst","QB","FA","698","WhitCh02","9667","7830"
"00-0024297","Derek Hagan","WR","FA","764","HagaDe00","9668",
"00-0024313","Owen Daniels","TE","FA","64","DaniOw00","9684","7847"
"00-0024318","Brad Smith","WR","FA","287","SmitBr01","9689","7852"
"00-0024324","Jason Avant","WR","FA","71","AvanJa00","9695","7858"
"00-0024332","Leon Washington","RB","FA","697","WashLe00","9703","7866"
"00-0024334","Brandon Marshall","WR","FA","648","MarsBr00","9705","7868"
"00-0024345","Domenik Hixon","WR","FA","65","HixoDo00","9716","7879"
"00-0024369","Jeff King","TE","FA","87","KingJe00","9741","7904"
"00-0024389","Delanie Walker","TE","FA","284","WalkHu00","9761","7924"
"00-0024447","Devin Aromashodu","WR","FA",,"AromDe00","9819","7982"
"00-0024466","Marques Colston","WR","FA","201","ColsMa00","9838","8001"
"00-0023921","Miles Austin","WR","FA","122","AustMi00","10147","8021"
"00-0023752","Daniel Fells","TE","NYG","277","FellDa00","10287","8028"
"00-0024103","Montell Owens","RB","FA","251","OwenMo01","10057",
"00-0022999","John Kuhn","RB","FA","53","KuhnJo00","9530","7695"
"00-0022984","Ryan Grant","RB","FA",,"GranRy00","9475","7635"
"00-0024204","Fred Jackson","RB","FA","228","JackFr02","10195","8063"
"00-0023436","Alex Smith","QB","FA","268","SmitAl03","8416","7177"
"00-0023437","Ronnie Brown","RB","FA","258","BrowRo05","8417","7178"
"00-0023438","Braylon Edwards","WR","FA",,"EdwaBr00","8418","7179"
"00-0023439","Cedric Benson","RB","FA","6738","BensCe00","8419","7180"
"00-0023459","Aaron Rodgers","QB","PIT","96","RodgAa00","8439","7200"
"00-0023460","Jason Campbell","QB","FA","673","CampJa00","8440","7201"
"00-0023462","Roddy White","WR","FA","4","WhitRo00","8442","7203"
"00-0023465","Heath Miller","TE","FA","310","MillHe00","8444","7206"
"00-0023496","Vincent Jackson","WR","FA","128","JackVi00","8475","7237"
"00-0023500","Frank Gore","RB","FA","232","GoreFr00","8479","7241"
"00-0023506","Alex Smith","TE","WAS","661","SmitAl02","8485","7247"
"00-0023541","Kyle Orton","QB","FA","388","OrtoKy00","8520","7282"
"00-0023545","Brandon Jacobs","RB","FA","82","JacoBr00","8524","7286"
"00-0023564","Darren Sproles","RB","FA","246","SproDa00","8544","7306"
"00-0023578","Dan Orlovsky","QB","FA","374","OrloDa00","8559","7321"
"00-0023630","Joel Dreessen","TE","FA","52","DreeJo00","8612","7374"
"00-0023645","Derek Anderson","QB","FA","691","AndeDe00","8627","7389"
"00-0023662","Matt Cassel","QB","FA","389","CassMa00","8644","7406"
"00-0023682","Ryan Fitzpatrick","QB","FA","333","FitzRy00","8664","7426"
"00-0023367","Nate Washington","WR","FA","370","WashNa00","9307","7492"
"00-0023310","Lance Moore","WR","FA","270","MoorLa00","9400","7544"
"00-0022414","Malcom Floyd","WR","FA","316","FloyMa00","6016","7149"
"00-0022803","Eli Manning","QB","FA","188","MannEl00","5526","6760"
"00-0022921","Larry Fitzgerald","WR","FA","223","FitzLa00","5528","6762"
"00-0022942","Philip Rivers","QB","FA","331","RivePh00","5529","6763"
"00-0022922","Kellen Winslow","TE","FA","449","WinsKe01","5531","6765"
"00-0022924","Ben Roethlisberger","QB","FA","138","RoetBe00","5536","6770"
"00-0022736","Steven Jackson","RB","NEP","57","JackSt00","5549","6783"
"00-0022781","Michael Jenkins","WR","FA",,"JenkMi00","5554","6788"
"00-0022943","Ben Watson","TE","FA","663","WatsBe00","5557","6791"
"00-0022929","Devery Henderson","WR","FA",,"HendDe00","5575","6809"
"00-0022897","Greg Jones","RB","FA","133","JoneGr01","5580","6814"
"00-0022787","Matt Schaub","QB","FA","178","SchaMa00","5615","6849"
"00-0022864","Luke McCown","QB","FA","248","McCoLu00","5631","6865"
"00-0022811","Jerricho Cotchery","WR","FA","155","CotcJe00","5633","6867"
"00-0022821","Michael Turner","RB","FA",,"TurnMi00","5679","6913"
"00-0022427","Wes Welker","WR","FA","177","WelkWe00","5941","7027"
"00-0022397","Vonta Leach","RB","FA","63","LeacVo00","6301","7139"
"00-0021429","Carson Palmer","QB","FA","91","PalmCa00","4459","6337"
"00-0022044","Andre Johnson","WR","FA","92","JohnAn02","4461","6339"
"00-0022177","Byron Leftwich","QB","PIT","5817","LeftBy00","4465","6343"
"00-0022178","Willis McGahee","RB","FA",,"McGaWi00","4481","6359"
"00-0022165","Dallas Clark","TE","FA","5","ClarDa00","4482","6360"
"00-0022084","Anquan Boldin","WR","FA","655","BoldAn00","4512","6390"
"00-0022127","Jason Witten","TE","FA","23","WittJa00","4527","6405"
"00-0021999","Nate Burleson","WR","FA",,"BurlNa00","4529","6407"
"00-0022097","Brandon Lloyd","WR","FA","386","LloyBr00","4582","6460"
"00-0021931","Kevin Walter","WR","FA","72","WaltKe00","4713","6591"
"00-0021547","Antonio Gates","TE","FA","322","GateAn00","5362","6663"
"00-0021678","Tony Romo","QB","FA","142","RomoTo00","5209","6624"
"00-0021756","Will Heller","TE","FA",,"HellWi00","4972",
"00-0021192","Deion Branch","WR","IND",,"BranDe00","3593","5951"
"00-0021206","Josh McCown","QB","FA","208","McCoJo01","3609","5967"
"00-0020245","Michael Vick","QB","FA","461","VickMi00","2549","5448"
"00-0020494","Santana Moss","WR","FA","69","MossSa00","2564","5463"
"00-0020498","Reggie Wayne","WR","FA","194","WaynRe00","2578","5477"
"00-0020531","Drew Brees","QB","FA","289","BreeDr00","2580","5479"
"00-0020337","Steve Smith","WR","FA","169","SmitSt01","2622","5521"
"00-0019596","Tom Brady","QB","FA","167","BradTo00","2330","5228"
"00-0015754","Brandon Stokley","WR","FA",,"StokBr00","1858","4755"
"00-0010346","Peyton Manning","QB","FA","294","MannPe00","1428","4256"
"00-0011754","Randy Moss","WR","FA",,"MossRa00","1433","4262"
"00-0000865","Charlie Batch","QB","PIT",,"BatcCh00","1490","4319"
"00-0007091","Matt Hasselbeck","QB","FA","36","HassMa00","1575","4416"
"00-0006101","Tony Gonzalez","TE","FA",,"GonzTo00","1231","3950"
"00-0020679","Shaun Hill","QB","FA","686",,"4260","6169"
"00-0023968",,,,,,,
"00-0028049",,,,,,,
